chr6	29621000	29627249
chr6	31742700	31745649
chr6	31829100	31832549
chr6	33243600	33248429
chr6	33544230	33549349
chr6	33552330	33560199
chr6	33712580	33716449
chr6	34358350	34362149
chr6	36833600	36839979
chr6	42987230	42990699
chr6	43137430	43143849
chr6	43273300	43276279
chr6	43478000	43481749
chr6	43967850	43979399
chr6	132127250	132129929
chr6	140295180	140297829
chr7	854830	858799
chr7	1087930	1097449
chr7	2665930	2668029
chr7	30944450	30966699
chr7	44101430	44106729
chr7	44176550	44180699
chr7	45195050	45197099
chr7	56030430	56037579
chr7	73701450	73706329
chr7	75615600	75625479
chr7	76020330	76025699
chr7	95223880	95231629
chr7	97736250	97738279
chr7	116588580	116591829
chr7	128498250	128501749
chr7	142981380	142987279
chr7	150079080	150082479
chr7	150884380	150886499
chr8	1770700	1774149
chr8	9011450	9014329
chr8	19533450	19536879
chr8	22453030	22464799
chr8	28198280	28200299
chr8	41511200	41530879
chr8	107780580	107784049
chr8	125461880	125464499
chr8	135850700	135854679
chr8	144289550	144292349
chr8	144294750	144296949
chr8	144640180	144642199
chr8	144659150	144662599
chr8	145041550	145051029
chr8	145055750	145062349
chr8	145115030	145119379
chr8	145542450	145545779
chr8	145546230	145550849
chr8	145652030	145657279
chr8	145725930	145730229
chr8	145732030	145734849
chr8	146015880	146019829
chr9	33400630	33403099
chr9	35810700	35815449
chr9	95430680	95434079
chr9	116324450	116338849
chr9	129087400	129091479
chr9	130538250	130540529
chr9	130563450	130566979
chr9	131464700	131469279
chr9	133319850	133323549
chr9	134153400	134155549
chr9	134161100	134177199
chr9	135987050	135999829
chr9	137292200	137306529
chr9	139217600	139224349
chr9	139247580	139249749
chr9	139440700	139445029
chr9	139549230	139560549
chr9	139578950	139581679
chr9	139582850	139586629
chr9	139641350	139644029
chr9	139685050	139687199
chr9	139832150	139847999
chr9	139867530	139871599
chr9	139873150	139879049
chr9	139883230	139889449
chr9	140081500	140084979
chr9	140114550	140116549
chr9	140116700	140119679
chr9	140144030	140149999
chr9	140167930	140173429
